2002,9276,599196,173
2003,9980,902253,176.9
2004,9214,329584,173.5
2005,8113,310418,160.1
2006,8884,770314,232.7
2007,10034,1160297,253.8
2008,4966,1492700,322.2
2009,10000,499525,281.9
2010,7524,182094,344.2
2011,8671,186127,443
2012,8582,926429,413.6
2013,10449,626219,398.1
2014,8380,529041,370.5
2015,9362,940191,376.5
2016,7850,607768,433.2
2017,9988,1315746,494.4
2018,8054,"1,823,153",462.4
